r,c,lc0,lc1,dem,slp,asp,twi,DD5,PAS,AHM
59374.0,58895.0,14.0,14.0,1138.0,0.124,50.44,54.724,470.0,342.0,5.5
17548.0,30516.0,10.0,10.0,36.0,0.047,74.745,143.19799999999998,872.0,145.0,9.8
10138.0,28646.0,8.0,8.0,313.0,0.013,71.562,516.29,607.0,229.0,5.5
56763.0,89201.0,10.0,10.0,361.0,0.062,183.812,223.116,299.0,119.0,-13.2
30696.0,86220.0,14.0,14.0,18.0,0.065,309.805,104.515,126.0,71.0,-49.7
31759.0,77664.0,14.0,14.0,74.0,0.018,333.434,365.054,154.0,90.0,-21.5
53962.0,77946.0,8.0,5.0,407.0,0.165,190.175,47.856,467.0,148.0,1.6
55336.0,41070.0,6.0,6.0,836.0,0.531,101.309,12.806,716.0,116.0,23.9
57580.0,54721.0,14.0,14.0,1553.0,0.302,335.556,28.45,322.0,426.0,4.6
63604.0,56997.0,8.0,5.0,1449.0,0.266,189.904,32.251,584.0,306.0,9.3
20299.0,6976.0,8.0,8.0,7.0,0.001,261.869,8881.835,730.0,190.0,18.4
14285.0,23845.0,8.0,8.0,72.0,0.092,288.435,73.752,586.0,162.0,12.6
51507.0,79076.0,10.0,10.0,507.0,0.021,281.309,440.976,382.0,146.0,-1.4
86922.0,80119.0,10.0,14.0,565.0,0.017,45.004,447.221,1054.0,153.0,17.5
49451.0,75151.0,8.0,6.0,373.0,0.048,300.964,182.79,452.0,124.0,5.4
26117.0,36195.0,8.0,8.0,913.0,0.084,110.224,88.84200000000001,509.0,395.0,2.4
70906.0,95327.0,10.0,10.0,293.0,0.057,249.014,117.299,518.0,132.0,0.3
52040.0,48998.0,14.0,14.0,1429.0,0.451,64.855,15.08,445.0,539.0,5.6
50246.0,48989.0,5.0,5.0,809.0,0.103,165.96400000000003,65.993,919.0,167.0,19.0
12229.0,29887.0,6.0,6.0,534.0,0.53,315.0,17.168,576.0,264.0,3.0
23087.0,8077.0,13.0,13.0,9.0,0.001,270.0,7901.005999999999,731.0,170.0,20.1
66167.0,58759.0,6.0,6.0,974.0,0.4,69.304,18.698,547.0,335.0,7.8
38177.0,95602.0,14.0,14.0,98.0,0.121,174.093,55.996,150.0,61.0,-58.4
86669.0,57389.0,10.0,8.0,804.0,0.05,270.0,136.047,1091.0,163.0,22.8
56993.0,92606.0,10.0,8.0,270.0,0.16,201.25,46.572,302.0,108.0,-14.5
30613.0,86337.0,14.0,14.0,11.0,0.0409999999999999,143.13,206.263,125.0,69.0,-51.2
39973.0,37172.0,11.0,6.0,1000.0,0.0289999999999999,81.867,268.16700000000003,831.0,129.0,21.0
53734.0,86333.0,13.0,13.0,481.0,0.018,116.569,439.561,224.0,125.0,-17.1
5019.0,29622.0,8.0,8.0,179.0,0.109,171.253,62.06100000000001,323.0,151.0,3.6
3546.0,29275.0,14.0,14.0,363.0,0.4539999999999999,76.218,18.497,197.0,203.0,2.7
54678.0,88806.0,9.0,9.0,261.0,0.389,245.353,33.006,269.0,112.0,-16.7
53910.0,61544.0,5.0,5.0,602.0,0.0819999999999999,246.037,82.881,717.0,213.0,6.9
57174.0,96307.0,10.0,10.0,233.0,0.06,15.945,112.126,253.0,100.0,-19.0
16221.0,39528.0,9.0,5.0,338.0,0.174,146.689,52.176,508.0,157.0,-5.7
38952.0,49298.0,11.0,6.0,470.0,0.2189999999999999,218.829,34.18,701.0,210.0,6.6
69151.0,51785.0,11.0,3.0,610.0,0.325,265.601,20.868,977.0,204.0,18.4
21826.0,81423.0,10.0,8.0,60.0,0.03,236.30900000000003,226.398,106.0,76.0,-60.4
35724.0,62277.0,6.0,6.0,98.0,0.048,59.036,139.99200000000002,461.0,88.0,-1.4
51507.0,53655.0,5.0,5.0,1263.0,0.124,320.441,54.735,376.0,365.0,3.7
45408.0,38535.0,6.0,6.0,1057.0,0.266,91.789,25.496,764.0,132.0,14.1
7824.0,28872.0,9.0,6.0,161.0,0.271,42.51,33.17,646.0,214.0,7.1
18656.0,46507.0,10.0,10.0,220.0,0.168,302.905,44.42100000000001,348.0,134.0,-6.5
23825.0,50183.0,8.0,8.0,667.0,0.168,351.469,40.362,374.0,172.0,-1.9
38054.0,70595.0,10.0,10.0,225.0,0.064,134.999,181.61900000000003,198.0,110.0,-9.9
51680.0,85460.0,10.0,10.0,379.0,0.001,0.0,8188.688,210.0,114.0,-18.1
60781.0,96652.0,10.0,10.0,231.0,0.17,268.603,46.236,316.0,104.0,-13.0
64631.0,59238.0,10.0,10.0,1255.0,0.147,298.73900000000003,50.881,491.0,345.0,6.8
89894.0,54521.0,6.0,1.0,1241.0,0.248,22.693,27.385,631.0,673.0,8.5
78275.0,85725.0,10.0,10.0,465.0,0.071,100.008,144.77700000000002,864.0,163.0,12.8
51235.0,53166.0,8.0,8.0,1371.0,0.294,192.264,23.12,283.0,543.0,2.5
41449.0,82646.0,14.0,14.0,176.0,0.151,114.443,45.037,149.0,115.0,-20.9
13411.0,17421.0,8.0,8.0,12.0,0.0289999999999999,81.869,230.884,473.0,204.0,14.1
70466.0,93590.0,10.0,10.0,382.0,0.1119999999999999,231.009,66.583,504.0,142.0,0.7
42855.0,44651.0,14.0,14.0,1536.0,0.525,25.346,12.942,231.0,445.0,3.1
70602.0,53329.0,10.0,2.0,452.0,0.0819999999999999,246.037,82.881,1125.0,179.0,16.7
64214.0,96885.0,10.0,5.0,117.0,0.06,303.69,136.268,419.0,103.0,-6.7
39563.0,82651.0,14.0,14.0,243.0,0.017,134.998,463.292,144.0,109.0,-23.3
10190.0,39548.0,9.0,9.0,40.0,0.021,258.687,510.604,514.0,118.0,-10.7
69886.0,48399.0,8.0,8.0,1498.0,0.309,104.036,24.239,561.0,333.0,14.2
11472.0,36106.0,5.0,5.0,369.0,0.084,249.775,80.627,492.0,222.0,-2.3
7760.0,39371.0,10.0,10.0,17.0,0.021,281.306,575.622,371.0,112.0,-9.7
11221.0,39567.0,5.0,5.0,71.0,0.016,90.0,646.5930000000001,514.0,134.0,-9.6
42436.0,69010.0,10.0,10.0,273.0,0.001,180.0,8188.688,296.0,119.0,-3.5
30979.0,35541.0,5.0,5.0,513.0,0.184,174.805,36.951,971.0,201.0,14.4
37724.0,70455.0,10.0,8.0,55.0,0.084,237.094,80.627,227.0,103.0,-7.4
5423.0,28006.0,8.0,8.0,145.0,0.19,195.255,39.444,344.0,173.0,6.5
30364.0,82641.0,14.0,14.0,29.0,0.0289999999999999,45.0,351.55300000000005,150.0,82.0,-32.9
38413.0,94404.0,14.0,10.0,74.0,0.035,125.542,189.786,154.0,63.0,-55.4
41646.0,71291.0,5.0,5.0,519.0,0.0289999999999999,81.875,230.904,197.0,127.0,-8.9
73282.0,88794.0,10.0,10.0,390.0,0.068,14.036,177.805,687.0,152.0,7.8
37695.0,63725.0,10.0,10.0,184.0,0.0409999999999999,90.0,179.893,452.0,85.0,-1.6
10739.0,34017.0,8.0,5.0,690.0,0.0409999999999999,36.869,163.257,499.0,272.0,0.7
46730.0,75733.0,5.0,8.0,491.0,0.1119999999999999,221.987,60.674,286.0,132.0,-1.9
49022.0,93876.0,10.0,10.0,56.0,0.0289999999999999,98.129,334.216,251.0,81.0,-27.3
35636.0,58279.0,10.0,10.0,73.0,0.248,13.57,34.569,680.0,131.0,4.1
55071.0,74380.0,10.0,10.0,239.0,0.052,288.434,129.066,724.0,130.0,12.5
10626.0,35226.0,8.0,8.0,589.0,0.0289999999999999,45.0,230.875,497.0,231.0,-1.1
54291.0,79205.0,10.0,10.0,457.0,0.0579999999999999,338.962,117.212,417.0,149.0,-1.1
9995.0,33778.0,14.0,14.0,681.0,0.3,240.945,22.652,458.0,297.0,-0.4
86176.0,54999.0,7.0,7.0,973.0,0.276,191.30900000000003,24.628,968.0,302.0,16.7
31964.0,54824.0,8.0,5.0,427.0,0.163,199.359,41.628,477.0,139.0,6.6
48981.0,64688.0,10.0,10.0,408.0,0.001,0.0,8594.153,652.0,137.0,5.4
25676.0,9513.0,8.0,8.0,11.0,0.001,0.0,14055.864,755.0,187.0,18.2
29800.0,53192.0,14.0,14.0,734.0,0.313,250.602,33.024,476.0,138.0,7.6
25877.0,44224.0,5.0,11.0,853.0,0.182,164.054,37.375,689.0,124.0,3.2
51766.0,86657.0,14.0,14.0,405.0,0.114,100.491,65.513,223.0,107.0,-19.6
87383.0,58194.0,14.0,10.0,687.0,0.001,90.0,9574.983,1130.0,172.0,21.4
18145.0,28878.0,8.0,8.0,487.0,0.218,162.255,41.142,672.0,255.0,5.4
67210.0,59522.0,11.0,1.0,204.0,0.072,120.97,93.375,1237.0,142.0,18.4
7555.0,27503.0,8.0,8.0,93.0,0.106,225.0,64.133,589.0,154.0,11.0
22273.0,3500.0,7.0,7.0,11.0,0.008,269.999,1360.3,632.0,178.0,20.7
43947.0,96048.0,14.0,10.0,62.0,0.158,209.931,49.797,182.0,73.0,-41.1
61048.0,53729.0,14.0,14.0,1858.0,0.77,90.929,12.046,258.0,611.0,3.8
57764.0,41955.0,6.0,6.0,1229.0,0.222,277.523,33.649,627.0,203.0,18.2
57235.0,64367.0,10.0,10.0,280.0,0.118,39.289,63.286,943.0,138.0,12.5
47114.0,50332.0,10.0,10.0,1076.0,0.021,168.68900000000002,467.777,361.0,325.0,5.7
28462.0,47413.0,8.0,8.0,488.0,0.349,320.806,21.449,741.0,86.0,19.0
31597.0,84188.0,14.0,14.0,141.0,0.09,123.69,75.465,128.0,86.0,-38.9
29827.0,84627.0,14.0,14.0,215.0,0.115,300.256,74.234,114.0,86.0,-45.2
16799.0,26488.0,11.0,4.0,30.0,0.063,258.69,106.73,800.0,185.0,11.1
36333.0,43744.0,5.0,11.0,460.0,0.046,5.195,350.214,945.0,144.0,18.7
47002.0,86170.0,14.0,14.0,33.0,0.15,86.82,45.279,234.0,70.0,-22.3
50948.0,79376.0,10.0,10.0,288.0,0.0969999999999999,149.036,69.99600000000001,377.0,145.0,-1.7
25933.0,11436.0,8.0,8.0,14.0,0.011,45.0,636.026,848.0,188.0,16.6
58189.0,52715.0,10.0,10.0,1707.0,0.573,104.743,14.997,429.0,395.0,6.3
62823.0,90609.0,10.0,10.0,392.0,0.068,64.982,98.627,410.0,126.0,-4.7
18253.0,46940.0,8.0,10.0,53.0,0.16,291.251,42.266000000000005,299.0,134.0,-8.5
18950.0,43826.0,8.0,9.0,257.0,0.397,197.676,18.835,539.0,128.0,-6.2
52813.0,72627.0,10.0,10.0,150.0,0.001,0.0,8999.618,692.0,120.0,12.9
75690.0,93117.0,10.0,10.0,394.0,0.0579999999999999,111.038,117.221,632.0,159.0,5.5
59477.0,81195.0,10.0,10.0,401.0,0.0289999999999999,261.871,553.881,446.0,145.0,-0.9
45038.0,40077.0,5.0,6.0,986.0,0.226,143.972,34.853,620.0,183.0,10.2
15313.0,30617.0,5.0,5.0,78.0,0.037,83.65899999999999,180.289,792.0,311.0,6.3
38169.0,53403.0,9.0,9.0,429.0,0.031,203.198,214.367,721.0,198.0,6.8
29125.0,80000.0,14.0,10.0,145.0,0.034,14.035,270.34,124.0,91.0,-33.9
59527.0,39374.0,14.0,14.0,1782.0,0.612,187.028,11.097,254.0,537.0,7.4
19568.0,5835.0,14.0,14.0,9.0,0.0579999999999999,261.869,115.442,626.0,192.0,18.5
16582.0,43946.0,5.0,5.0,52.0,0.013,108.434,516.264,507.0,134.0,-11.7
45083.0,66068.0,10.0,10.0,339.0,0.067,352.875,101.251,483.0,122.0,1.7
33328.0,86155.0,14.0,14.0,351.0,0.08,152.10299999999998,113.604,91.0,99.0,-47.2
34750.0,19438.0,14.0,14.0,1435.0,0.564,118.644,12.04,210.0,789.0,3.4
23382.0,49137.0,8.0,8.0,895.0,0.11,209.475,61.793,405.0,239.0,-0.9
15332.0,22402.0,6.0,6.0,209.0,0.486,83.118,13.972,682.0,275.0,8.8
72174.0,92000.0,10.0,10.0,408.0,0.0579999999999999,225.0,115.444,588.0,147.0,4.1
43737.0,73976.0,14.0,10.0,588.0,0.011,315.0,998.74,210.0,122.0,-6.8
39136.0,52924.0,6.0,6.0,472.0,0.042,330.945,158.567,696.0,192.0,7.0
40968.0,92346.0,14.0,14.0,132.0,0.13,217.234,51.99100000000001,171.0,65.0,-49.0
58225.0,93171.0,10.0,10.0,239.0,0.068,104.036,139.336,317.0,108.0,-12.8
55048.0,81979.0,10.0,8.0,447.0,0.12,326.309,56.599,311.0,143.0,-6.5
21463.0,33653.0,10.0,10.0,175.0,0.005,134.996,1693.609,867.0,159.0,8.4
58034.0,97994.0,10.0,10.0,155.0,0.065,108.434,139.67600000000002,260.0,95.0,-19.3
13659.0,41272.0,13.0,4.0,79.0,0.077,233.746,87.76700000000001,524.0,129.0,-10.1
33884.0,19520.0,6.0,6.0,773.0,0.461,329.036,22.243,338.0,463.0,6.0
42546.0,97799.0,11.0,13.0,21.0,0.001,180.0,6802.394,147.0,69.0,-48.7
53681.0,63058.0,6.0,6.0,46.0,0.001,0.0,8748.304,1013.0,140.0,12.5
22546.0,80477.0,14.0,14.0,214.0,0.011,225.001,694.9119999999999,101.0,79.0,-59.4
10710.0,35215.0,8.0,8.0,567.0,0.206,310.1,42.263000000000005,489.0,242.0,-1.0
89585.0,54965.0,10.0,10.0,1719.0,0.109,278.746,62.06,523.0,699.0,8.0
88001.0,81167.0,10.0,10.0,553.0,0.218,43.453,31.189,1105.0,143.0,18.5
45531.0,56684.0,14.0,14.0,250.0,0.049,90.0,149.912,794.0,158.0,9.0
6812.0,32135.0,8.0,5.0,413.0,0.039,71.563,172.09400000000002,392.0,204.0,-1.0
36293.0,57707.0,11.0,11.0,6.0,0.001,0.0,9692.766,720.0,146.0,4.8
18617.0,32990.0,6.0,6.0,520.0,0.143,215.537,47.445,408.0,357.0,-0.1
74193.0,68789.0,10.0,4.0,755.0,0.07,220.236,118.553,808.0,179.0,13.0
80929.0,69330.0,8.0,8.0,262.0,0.011,224.996,885.355,1423.0,121.0,25.2
82463.0,67982.0,10.0,4.0,736.0,0.154,321.581,44.107,1059.0,152.0,18.6
66894.0,57266.0,8.0,9.0,1505.0,0.1689999999999999,114.676,40.094,589.0,308.0,10.0
64174.0,74350.0,10.0,10.0,172.0,0.039,251.565,172.092,1011.0,131.0,15.8
83395.0,60151.0,11.0,11.0,753.0,0.111,135.0,60.762,1068.0,161.0,21.4
50886.0,36207.0,14.0,10.0,764.0,0.005,224.996,1154.3339999999998,671.0,113.0,22.8
63481.0,92284.0,9.0,9.0,334.0,0.071,234.462,117.343,400.0,122.0,-5.5
32667.0,86645.0,14.0,14.0,203.0,0.06,164.054,112.125,109.0,80.0,-49.5
84260.0,52582.0,5.0,8.0,1676.0,0.878,223.078,7.742999999999999,823.0,380.0,14.4
7963.0,19573.0,8.0,8.0,92.0,0.124,166.429,60.3,376.0,144.0,15.5
49739.0,46078.0,11.0,11.0,1078.0,0.2239999999999999,148.671,44.479,727.0,233.0,12.6
16405.0,38000.0,5.0,5.0,630.0,0.155,249.623,43.726000000000006,468.0,204.0,-1.5
62973.0,76147.0,10.0,10.0,281.0,0.09,213.69,95.343,894.0,134.0,12.2
47176.0,55242.0,14.0,14.0,1052.0,0.267,210.963,31.475,337.0,343.0,3.2
45574.0,71608.0,5.0,8.0,373.0,0.047,142.124,261.731,329.0,120.0,-0.1
34030.0,10451.0,10.0,10.0,92.0,0.07,314.999,127.274,872.0,341.0,13.5
17800.0,39058.0,5.0,5.0,652.0,0.049,270.0,158.032,469.0,185.0,-2.3
52864.0,83877.0,10.0,10.0,424.0,0.118,341.565,74.898,240.0,126.0,-12.7
5475.0,29903.0,8.0,8.0,305.0,0.072,59.036,93.327,299.0,187.0,0.1
55265.0,70352.0,8.0,4.0,385.0,0.035,224.998,192.404,716.0,135.0,11.1
86241.0,84501.0,10.0,4.0,483.0,0.021,78.66199999999999,320.926,1048.0,147.0,16.7
4817.0,31142.0,10.0,8.0,116.0,0.017,314.998,384.802,260.0,143.0,4.9
53090.0,77493.0,10.0,10.0,370.0,0.008,179.95,900.302,487.0,140.0,3.1
59870.0,56756.0,14.0,14.0,1728.0,1.0659999999999998,358.657,8.847999999999999,320.0,387.0,5.2
19853.0,13886.0,8.0,8.0,233.0,0.214,65.92399999999999,31.713,645.0,286.0,11.1
49460.0,86492.0,14.0,14.0,227.0,0.092,18.434,73.752,222.0,93.0,-20.9
51305.0,97708.0,8.0,8.0,23.0,0.06,105.945,161.505,205.0,73.0,-30.9
34850.0,85716.0,14.0,14.0,306.0,0.178,232.594,52.524,99.0,95.0,-43.3
43965.0,34319.0,14.0,14.0,1783.0,0.467,81.292,14.538,228.0,403.0,4.7
65012.0,87600.0,10.0,10.0,429.0,0.15,96.34,45.071000000000005,493.0,136.0,0.2
50621.0,65008.0,10.0,10.0,322.0,0.017,45.001000000000005,486.1830000000001,713.0,138.0,7.0
10683.0,30426.0,6.0,6.0,348.0,0.147,81.869,53.633,698.0,162.0,7.4
72895.0,71747.0,6.0,6.0,210.0,0.06,105.944,112.129,1081.0,143.0,19.0
6030.0,38486.0,10.0,10.0,20.0,0.077,216.253,87.76700000000001,185.0,121.0,-9.1
19552.0,16426.0,8.0,8.0,7.0,0.005,45.0,2242.245,609.0,195.0,16.2
30675.0,19472.0,6.0,6.0,249.0,0.049,179.995,180.005,902.0,177.0,16.6
33202.0,43839.0,6.0,4.0,268.0,0.071,35.537,152.248,963.0,102.0,14.3
59577.0,95293.0,10.0,10.0,201.0,0.001,180.0,8411.832,307.0,107.0,-13.4
31294.0,15521.0,11.0,4.0,101.0,0.001,278.13,8411.832,1016.0,164.0,21.7
17562.0,35384.0,14.0,14.0,1459.0,0.407,139.144,21.082,175.0,469.0,-3.0
61372.0,90480.0,10.0,10.0,371.0,0.021,101.309,547.836,385.0,122.0,-6.5
59686.0,52713.0,5.0,5.0,1581.0,0.488,164.65900000000002,16.772000000000002,202.0,510.0,3.6
85612.0,81250.0,10.0,10.0,517.0,0.093,296.565,107.121,1071.0,152.0,17.7
48299.0,81309.0,8.0,10.0,250.0,0.001,315.0,9441.451,303.0,136.0,-5.8
44512.0,96778.0,14.0,14.0,30.0,0.008,270.0,1299.329,172.0,73.0,-41.4
74560.0,76124.0,11.0,6.0,180.0,0.013,251.565,516.265,1030.0,141.0,20.3
95230.0,68801.0,7.0,7.0,601.0,0.049,65.709,163.80100000000002,1303.0,125.0,22.3
22409.0,21607.0,5.0,5.0,133.0,0.125,176.185,78.973,839.0,267.0,10.2
47938.0,34569.0,14.0,14.0,1965.0,0.428,100.653,25.904,273.0,303.0,6.9
10491.0,19667.0,10.0,10.0,500.0,0.064,225.0,126.332,361.0,272.0,7.7
24723.0,41748.0,5.0,5.0,842.0,0.1159999999999999,175.91400000000002,105.156,414.0,186.0,1.0
32850.0,86709.0,14.0,14.0,178.0,0.052,251.565,182.823,107.0,82.0,-49.2
48189.0,71362.0,10.0,10.0,174.0,0.005,134.999,1154.387,509.0,114.0,7.3
9151.0,36686.0,8.0,8.0,139.0,0.037,296.565,182.527,513.0,145.0,-7.7
41443.0,94535.0,10.0,10.0,128.0,0.049,180.0,184.006,164.0,71.0,-46.9
43168.0,47443.0,14.0,14.0,739.0,0.111,63.434,127.69,617.0,169.0,8.2
60978.0,86473.0,5.0,5.0,457.0,0.174,253.3,39.093,376.0,138.0,-5.5
35758.0,68004.0,6.0,6.0,127.0,0.001,0.0,9104.979,275.0,79.0,-9.6
49682.0,73798.0,10.0,10.0,266.0,0.031,23.202,236.334,487.0,122.0,6.9
68156.0,96119.0,10.0,10.0,262.0,0.063,101.309,180.477,447.0,125.0,-3.5
20236.0,45255.0,8.0,8.0,358.0,0.031,203.199,295.199,545.0,135.0,-1.8
57367.0,57272.0,10.0,14.0,1183.0,0.261,76.184,33.423,486.0,321.0,6.2
44819.0,69462.0,10.0,10.0,304.0,0.09,146.316,145.334,367.0,119.0,0.3
28715.0,11086.0,7.0,7.0,301.0,0.3429999999999999,326.888,19.818,819.0,219.0,13.3
55344.0,68314.0,10.0,10.0,173.0,0.121,15.945,56.062,849.0,129.0,13.5
58897.0,55834.0,14.0,14.0,1733.0,0.7829999999999999,308.088,13.928,234.0,531.0,3.1
97318.0,57005.0,14.0,14.0,2408.0,0.35,177.273,27.326,456.0,852.0,6.5
43840.0,44613.0,5.0,8.0,1504.0,0.522,245.48,17.012,300.0,345.0,4.1
5084.0,35524.0,8.0,8.0,19.0,0.0409999999999999,0.0,179.895,262.0,122.0,-4.0
53428.0,80329.0,10.0,10.0,316.0,0.141,28.072,74.4,397.0,135.0,-2.1
55108.0,50033.0,6.0,6.0,966.0,0.161,214.508,48.83,718.0,243.0,11.0
11849.0,29805.0,8.0,6.0,373.0,0.2,301.373,33.997,606.0,239.0,2.8
42871.0,89775.0,10.0,10.0,94.0,0.1159999999999999,0.0,70.188,200.0,63.0,-40.5
61027.0,63922.0,10.0,4.0,408.0,0.008,90.001,899.547,926.0,150.0,12.1
84756.0,81121.0,10.0,10.0,365.0,0.026,251.565,258.132,1150.0,140.0,19.5
45964.0,49315.0,14.0,14.0,1571.0,0.159,227.121,42.726000000000006,348.0,411.0,4.8
41962.0,61178.0,8.0,6.0,301.0,0.0409999999999999,180.0,163.257,608.0,120.0,1.9
56040.0,66914.0,10.0,10.0,223.0,0.047,74.744,143.188,901.0,131.0,13.5
54561.0,80147.0,10.0,10.0,345.0,0.216,326.003,34.684,445.0,139.0,-0.2
39268.0,89966.0,14.0,14.0,233.0,0.174,248.962,39.072,135.0,70.0,-51.6
31867.0,25230.0,14.0,14.0,434.0,0.044,248.199,167.02900000000002,877.0,187.0,14.3
87064.0,69240.0,11.0,2.0,491.0,0.034,104.029,198.012,1255.0,131.0,22.1
86195.0,82741.0,10.0,4.0,499.0,0.005,135.019,1154.721,1062.0,151.0,17.3
27913.0,7065.0,8.0,8.0,274.0,0.021,78.69,320.172,624.0,257.0,11.8
47858.0,48029.0,6.0,6.0,906.0,0.371,175.502,20.15,480.0,310.0,8.1
16945.0,23935.0,6.0,6.0,265.0,0.337,180.707,27.515,750.0,274.0,8.3
80241.0,78879.0,11.0,11.0,221.0,0.1,265.236,67.789,1159.0,136.0,20.5
57567.0,46919.0,8.0,8.0,1648.0,0.441,180.0,17.889,334.0,330.0,7.6
61749.0,65523.0,10.0,6.0,261.0,0.042,330.945,158.569,1044.0,144.0,15.3
100215.0,59340.0,14.0,14.0,2265.0,0.8490000000000001,48.179,8.818999999999999,509.0,558.0,9.1
8727.0,19244.0,10.0,10.0,233.0,0.072,30.963,121.857,372.0,186.0,11.9
34004.0,54813.0,8.0,8.0,943.0,0.258,107.85,35.96,488.0,233.0,5.8
35462.0,47680.0,5.0,4.0,558.0,0.035,225.0,237.922,766.0,150.0,12.3
10524.0,27832.0,6.0,6.0,219.0,0.075,173.65900000000002,90.143,620.0,235.0,6.7
35629.0,64244.0,10.0,10.0,106.0,0.017,224.999,384.793,405.0,73.0,-3.3
45911.0,88026.0,10.0,10.0,135.0,0.07,49.763000000000005,95.868,228.0,68.0,-28.9
50917.0,93631.0,10.0,10.0,118.0,0.109,171.253,74.708,260.0,86.0,-24.1
46739.0,50760.0,14.0,14.0,1837.0,0.424,68.72,16.012999999999998,416.0,426.0,4.8
23582.0,78568.0,10.0,10.0,26.0,0.021,191.30900000000003,320.17400000000004,123.0,70.0,-50.5
46562.0,52995.0,10.0,10.0,1509.0,0.728,264.746,11.804,317.0,270.0,5.8
39824.0,45345.0,5.0,5.0,870.0,0.011,225.0,577.202,567.0,190.0,4.7
20006.0,16245.0,8.0,8.0,249.0,0.119,65.22399999999999,57.011,558.0,234.0,13.2
66865.0,75684.0,10.0,10.0,159.0,0.024,329.035,279.996,1006.0,129.0,17.5
53366.0,37536.0,14.0,14.0,1608.0,0.769,355.03,8.839,294.0,270.0,9.2
24269.0,9042.0,8.0,8.0,8.0,0.005,135.0,1458.609,741.0,182.0,19.0
69843.0,89669.0,10.0,10.0,365.0,0.016,179.99599999999998,772.561,594.0,140.0,4.6
28895.0,85743.0,14.0,14.0,114.0,0.013,108.434,516.2669999999999,112.0,80.0,-51.5
47913.0,81557.0,10.0,8.0,35.0,0.017,44.999,384.804,332.0,123.0,-4.5
24166.0,33305.0,10.0,10.0,188.0,0.213,308.659,37.018,998.0,151.0,15.5
85166.0,82936.0,10.0,10.0,470.0,0.001,180.0,8188.688,1065.0,151.0,17.4
58054.0,82964.0,5.0,8.0,410.0,0.166,257.005,40.788,359.0,136.0,-5.2
76038.0,67986.0,11.0,11.0,339.0,0.089,217.402,91.866,1128.0,143.0,19.9
5370.0,36950.0,10.0,10.0,22.0,0.005,225.0,1154.4,232.0,122.0,-6.5
42605.0,84638.0,14.0,10.0,79.0,0.078,327.994,86.52600000000001,159.0,79.0,-26.6
9528.0,27137.0,5.0,5.0,10.0,0.001,180.0,12000.891,670.0,171.0,10.6
22981.0,27745.0,6.0,6.0,425.0,0.364,239.036,18.665,804.0,255.0,10.1
75239.0,85147.0,13.0,13.0,464.0,0.055,116.564,121.691,800.0,158.0,11.6
50352.0,80954.0,14.0,13.0,466.0,0.166,202.069,40.894,250.0,158.0,-8.1
53015.0,65662.0,10.0,10.0,174.0,0.076,102.528,102.839,846.0,131.0,11.2
73393.0,96102.0,10.0,10.0,307.0,0.113,263.659,66.219,557.0,138.0,1.7
75241.0,74210.0,6.0,6.0,265.0,0.001,270.0,8748.304,1031.0,147.0,19.4
31967.0,83694.0,14.0,14.0,295.0,0.067,240.255,117.599,111.0,101.0,-37.8
61540.0,59910.0,14.0,14.0,1009.0,0.701,86.59299999999999,16.574,506.0,334.0,5.8
21283.0,49983.0,8.0,8.0,20.0,0.44,108.777,17.031,151.0,152.0,-10.7
28144.0,80911.0,14.0,14.0,94.0,0.062,266.185,180.787,125.0,87.0,-37.3
41138.0,48257.0,14.0,14.0,862.0,0.674,287.987,11.11,557.0,173.0,3.2
31237.0,22883.0,6.0,4.0,276.0,0.077,143.745,101.944,963.0,144.0,17.3
27604.0,6403.0,6.0,6.0,333.0,0.212,205.55900000000003,49.013000000000005,609.0,258.0,11.9
92970.0,62625.0,8.0,8.0,751.0,0.037,63.434,182.526,1232.0,157.0,20.9
22893.0,79577.0,10.0,10.0,170.0,0.05,294.443,135.112,106.0,78.0,-55.5
45229.0,98475.0,10.0,10.0,21.0,0.103,14.036,98.32,150.0,68.0,-45.3
25481.0,49590.0,14.0,14.0,1623.0,0.341,102.68,19.909,140.0,321.0,-6.0
49882.0,48144.0,7.0,6.0,1260.0,0.049,0.015,208.967,478.0,262.0,9.1
36761.0,69456.0,8.0,5.0,95.0,0.2269999999999999,113.749,34.713,222.0,98.0,-10.9
23381.0,7996.0,7.0,7.0,10.0,0.011,315.0,670.425,732.0,165.0,20.7
32227.0,14629.0,6.0,6.0,251.0,0.114,349.50800000000004,78.65899999999999,855.0,182.0,18.9
25980.0,47312.0,8.0,5.0,871.0,0.1,204.445,121.869,420.0,173.0,0.7
38791.0,71436.0,10.0,10.0,271.0,0.001,270.0,11677.591,185.0,115.0,-10.5
7634.0,17896.0,14.0,14.0,321.0,0.341,136.974,25.972,312.0,214.0,10.1
44646.0,89007.0,14.0,14.0,106.0,0.053,44.999,141.338,212.0,64.0,-35.0
17932.0,9407.0,6.0,7.0,9.0,0.001,0.0,7901.005999999999,735.0,176.0,18.1
13198.0,28724.0,6.0,6.0,214.0,0.258,236.821,26.277,676.0,234.0,6.1
38626.0,96732.0,14.0,14.0,29.0,0.008,270.0,899.466,148.0,60.0,-57.9
72425.0,69813.0,6.0,6.0,276.0,0.018,333.43699999999995,365.097,1075.0,143.0,19.6
50653.0,81481.0,5.0,5.0,450.0,0.0409999999999999,225.0,164.916,254.0,144.0,-8.6
30647.0,32842.0,8.0,6.0,73.0,0.001,270.0,9367.343,1042.0,131.0,14.7
