r,c,lc0,lc1,dem,slp,asp,twi,DD5,PAS,AHM
39525.0,56465.0,5.0,5.0,33.0,0.259,203.682,26.229,788.0,168.0,6.7
47867.0,40651.0,5.0,6.0,604.0,0.3979999999999999,158.532,21.109,844.0,125.0,19.4
42335.0,74006.0,14.0,10.0,533.0,0.103,165.963,84.87,195.0,121.0,-7.8
71714.0,76636.0,11.0,8.0,151.0,0.001,270.0,9510.444,1004.0,140.0,19.9
37693.0,43477.0,5.0,5.0,460.0,0.15,6.34,45.071000000000005,936.0,122.0,19.7
21506.0,42201.0,8.0,8.0,801.0,0.1119999999999999,321.009,66.581,351.0,232.0,-1.6
73448.0,63706.0,10.0,10.0,477.0,0.042,191.31,160.088,1089.0,147.0,18.2
49687.0,45755.0,8.0,6.0,839.0,0.7609999999999999,250.177,9.839,589.0,349.0,8.5
30037.0,21801.0,11.0,11.0,130.0,0.088,48.81399999999999,76.789,1051.0,141.0,19.8
73978.0,92393.0,10.0,10.0,375.0,0.091,149.931,74.361,617.0,152.0,5.2
51901.0,56612.0,14.0,14.0,1833.0,0.648,84.47200000000001,11.552,181.0,598.0,0.3
67893.0,52683.0,10.0,6.0,1116.0,0.047,285.254,143.188,676.0,292.0,13.9
85798.0,84384.0,10.0,10.0,476.0,0.018,333.425,550.137,1053.0,148.0,16.8
77574.0,65024.0,11.0,11.0,316.0,0.001,225.0,9798.126,1231.0,135.0,21.9
27619.0,7096.0,6.0,6.0,215.0,0.018,243.43400000000003,365.054,650.0,236.0,13.2
22012.0,4560.0,8.0,8.0,11.0,0.067,29.744,117.599,717.0,178.0,20.1
17390.0,33695.0,14.0,14.0,1229.0,0.611,31.633000000000003,13.386,254.0,445.0,-1.7
66708.0,59160.0,10.0,10.0,1267.0,0.626,99.963,10.864,737.0,257.0,9.8
34899.0,47078.0,9.0,9.0,798.0,0.1989999999999999,243.97,41.068000000000005,819.0,137.0,14.8
35773.0,68666.0,14.0,14.0,51.0,0.046,95.194,270.558,247.0,84.0,-11.0
46642.0,34922.0,14.0,14.0,2329.0,0.8740000000000001,288.607,9.359,368.0,325.0,6.4
13310.0,38305.0,9.0,9.0,327.0,0.034,255.963,197.978,509.0,169.0,-4.5
28312.0,51424.0,10.0,10.0,769.0,0.575,90.0,11.83,464.0,173.0,4.0
19673.0,9064.0,6.0,6.0,8.0,0.0289999999999999,8.13,312.268,823.0,164.0,19.8
61505.0,76058.0,10.0,10.0,262.0,0.095,87.51,70.914,885.0,132.0,11.8
66631.0,85992.0,10.0,10.0,400.0,0.05,204.443,186.05900000000003,567.0,138.0,4.0
38789.0,73464.0,14.0,14.0,320.0,0.084,258.689,80.044,165.0,116.0,-11.9
27966.0,51986.0,9.0,9.0,735.0,0.039,288.434,172.105,572.0,117.0,8.9
61445.0,90229.0,14.0,14.0,374.0,0.001,90.0,10134.598,393.0,127.0,-5.8
25203.0,85056.0,14.0,14.0,312.0,0.088,228.814,76.79,92.0,96.0,-55.4
6745.0,33472.0,9.0,8.0,210.0,0.127,31.607,58.926,380.0,176.0,-2.4
46389.0,70637.0,10.0,10.0,300.0,0.0579999999999999,188.131,142.759,401.0,118.0,2.5
16408.0,29951.0,10.0,10.0,61.0,0.179,356.009,43.99100000000001,884.0,260.0,8.1
59294.0,71637.0,10.0,10.0,367.0,0.106,25.559,64.036,821.0,141.0,13.1
40639.0,89241.0,10.0,10.0,67.0,0.149,26.565,45.631,173.0,60.0,-45.0
75538.0,94722.0,10.0,5.0,382.0,0.018,63.43600000000001,628.37,605.0,156.0,4.2
28133.0,5207.0,8.0,8.0,144.0,0.176,261.869,56.458,623.0,392.0,9.5
24207.0,5853.0,6.0,6.0,9.0,0.016,180.00400000000002,754.4889999999999,731.0,164.0,21.0
4956.0,29083.0,8.0,8.0,176.0,0.186,116.564,40.225,353.0,176.0,5.8
58173.0,71457.0,10.0,10.0,362.0,0.013,288.432,683.01,794.0,138.0,12.8
31020.0,86514.0,14.0,10.0,12.0,0.042,258.689,160.094,129.0,69.0,-49.8
70012.0,91461.0,10.0,10.0,343.0,0.076,347.471,119.749,560.0,140.0,3.0
83817.0,93305.0,13.0,13.0,445.0,0.126,82.404,53.942,816.0,195.0,10.0
22369.0,26062.0,5.0,5.0,101.0,0.296,87.58,22.973000000000003,982.0,160.0,16.0
94353.0,77878.0,10.0,1.0,666.0,0.14,157.248,60.057,1144.0,132.0,20.4
49126.0,76898.0,10.0,10.0,641.0,0.1119999999999999,321.009,70.191,297.0,148.0,-2.3
22300.0,24264.0,6.0,6.0,61.0,0.138,302.735,49.04600000000001,979.0,156.0,16.4
27112.0,40752.0,6.0,4.0,245.0,0.092,174.805,98.921,986.0,108.0,17.3
19357.0,36369.0,8.0,8.0,917.0,0.462,231.581,14.702,357.0,342.0,-0.5
70125.0,86322.0,10.0,10.0,420.0,0.126,107.24,53.768,687.0,140.0,8.2
22221.0,45310.0,14.0,14.0,1242.0,0.324,205.906,20.978,394.0,206.0,-0.9
74080.0,90438.0,5.0,10.0,384.0,0.047,52.124,143.187,658.0,155.0,6.7
24520.0,79355.0,10.0,10.0,159.0,0.001,0.0,10652.541,110.0,82.0,-48.2
32397.0,63091.0,5.0,8.0,17.0,0.05,350.537,147.875,364.0,72.0,-7.7
39567.0,80903.0,14.0,14.0,96.0,0.1169999999999999,222.137,57.648,180.0,100.0,-17.7
53747.0,40213.0,14.0,14.0,1603.0,0.497,320.44,15.89,476.0,160.0,15.2
55001.0,47400.0,10.0,10.0,1735.0,0.324,195.642,28.618,448.0,294.0,11.2
53311.0,91825.0,10.0,10.0,207.0,0.156,190.713,43.354,336.0,81.0,-16.9
64123.0,58956.0,14.0,14.0,1393.0,0.372,338.31699999999995,23.092,387.0,405.0,5.5
46195.0,46645.0,10.0,10.0,1374.0,0.286,77.38,29.404,384.0,359.0,6.3
10858.0,35612.0,9.0,9.0,482.0,0.3929999999999999,32.005,20.1,496.0,222.0,-2.1
67387.0,50809.0,10.0,1.0,553.0,0.017,44.996,384.84,1002.0,192.0,17.7
55713.0,57232.0,14.0,14.0,1349.0,0.371,340.346,20.168,289.0,459.0,2.7
76965.0,91659.0,10.0,10.0,400.0,0.142,110.555,47.769,701.0,163.0,7.8
37043.0,86896.0,14.0,14.0,255.0,0.021,348.68800000000005,320.176,106.0,85.0,-45.9
15389.0,38771.0,10.0,10.0,441.0,0.132,65.854,61.839,501.0,166.0,-3.8
42317.0,73408.0,14.0,14.0,649.0,0.123,227.726,60.504,182.0,127.0,-9.4
56663.0,65301.0,6.0,11.0,259.0,0.03,326.309,272.53700000000003,927.0,136.0,12.8
10881.0,32008.0,14.0,14.0,617.0,0.306,82.971,29.365,594.0,207.0,2.8
73606.0,87105.0,10.0,10.0,400.0,0.053,128.659,140.472,744.0,152.0,9.7
58785.0,97716.0,10.0,10.0,185.0,0.008,180.003,1169.619,275.0,99.0,-17.3
47099.0,34417.0,5.0,6.0,1351.0,0.182,294.22700000000003,53.33,638.0,174.0,14.3
44080.0,71339.0,10.0,10.0,447.0,0.084,159.775,80.627,285.0,122.0,-2.5
71343.0,53581.0,8.0,8.0,1074.0,0.804,270.89,11.189,826.0,221.0,13.5
45725.0,77998.0,8.0,8.0,103.0,0.07,3.366,95.868,321.0,105.0,-1.7
58060.0,83159.0,13.0,14.0,424.0,0.025,180.0,272.095,359.0,138.0,-5.2
30504.0,95744.0,14.0,14.0,55.0,0.144,161.565,46.933,116.0,48.0,-90.3
63532.0,46322.0,14.0,14.0,1590.0,0.397,51.809,17.108,402.0,461.0,8.3
92615.0,63205.0,8.0,8.0,648.0,0.024,59.038,308.525,1338.0,144.0,23.3
33509.0,28509.0,8.0,8.0,1121.0,0.095,325.619,78.139,463.0,329.0,8.6
63158.0,46541.0,9.0,9.0,1497.0,0.061,28.299,110.568,384.0,383.0,9.8
44360.0,85853.0,13.0,13.0,94.0,0.011,135.0,636.0930000000001,170.0,73.0,-29.0
20185.0,26676.0,6.0,6.0,47.0,0.035,324.462,244.072,956.0,171.0,14.1
54491.0,76717.0,8.0,8.0,388.0,0.021,168.69,371.883,573.0,139.0,5.8
54579.0,87337.0,8.0,8.0,304.0,0.07,93.366,95.868,276.0,112.0,-15.5
49488.0,47692.0,6.0,11.0,752.0,0.001,0.0,7901.005999999999,851.0,175.0,17.5
32068.0,45224.0,6.0,6.0,307.0,0.039,18.434,172.08900000000003,950.0,101.0,14.9
35047.0,9681.0,8.0,8.0,159.0,0.071,144.46200000000002,94.891,753.0,367.0,13.1
56991.0,42199.0,7.0,3.0,1157.0,0.24,188.972,28.291,727.0,144.0,22.7
17141.0,27342.0,8.0,8.0,199.0,0.0289999999999999,315.0,285.515,742.0,227.0,8.2
77160.0,53056.0,7.0,7.0,1710.0,0.625,202.297,10.866,337.0,540.0,8.0
60868.0,81339.0,10.0,5.0,436.0,0.0289999999999999,314.998,277.935,477.0,146.0,0.5
26816.0,18056.0,7.0,7.0,419.0,0.2789999999999999,110.056,24.342,881.0,239.0,13.7
84260.0,88548.0,12.0,12.0,301.0,0.024,329.036,279.98400000000004,1029.0,151.0,15.2
12132.0,31524.0,8.0,8.0,726.0,0.078,327.994,86.52600000000001,536.0,226.0,1.7
61679.0,79805.0,10.0,10.0,389.0,0.242,5.892,28.015,584.0,140.0,4.2
30691.0,47891.0,6.0,6.0,635.0,0.073,16.389,92.131,738.0,107.0,15.8
65285.0,97097.0,13.0,13.0,168.0,0.005,315.003,1427.6,419.0,109.0,-6.3
70622.0,49981.0,6.0,7.0,716.0,0.096,187.431,70.385,942.0,194.0,19.5
35576.0,92249.0,14.0,14.0,81.0,0.147,16.389,46.065,139.0,57.0,-65.1
55924.0,58984.0,14.0,14.0,1439.0,0.591,338.49800000000005,18.255,455.0,342.0,4.5
55701.0,80807.0,6.0,6.0,438.0,0.05,245.556,135.112,391.0,140.0,-2.8
57811.0,57488.0,14.0,14.0,2155.0,0.728,95.906,12.347,279.0,476.0,3.0
29983.0,77493.0,14.0,14.0,290.0,0.023,135.0,522.69,116.0,95.0,-31.9
95512.0,69150.0,8.0,8.0,592.0,0.001,0.0,8881.835,1302.0,124.0,22.7
48765.0,53716.0,8.0,8.0,1526.0,0.258,287.85,33.276,155.0,469.0,1.0
23206.0,45132.0,10.0,10.0,926.0,0.3329999999999999,350.655,30.04,322.0,232.0,-1.8
66593.0,82546.0,10.0,10.0,407.0,0.068,14.036,137.395,601.0,152.0,5.8
40999.0,51753.0,6.0,6.0,795.0,0.159,353.991,42.726000000000006,578.0,236.0,6.4
32777.0,13006.0,6.0,6.0,328.0,0.083,185.71,81.223,819.0,301.0,13.7
5434.0,29511.0,8.0,8.0,287.0,0.251,304.215,29.751,423.0,197.0,3.5
54050.0,61014.0,14.0,14.0,262.0,0.061,61.698,110.574,904.0,161.0,11.3
30251.0,85784.0,14.0,14.0,167.0,0.03,123.69,377.959,109.0,84.0,-48.9
83930.0,82560.0,10.0,10.0,391.0,0.154,62.745,54.386,1131.0,144.0,19.0
38196.0,86502.0,14.0,14.0,25.0,0.1669999999999999,206.565,40.561,141.0,69.0,-40.1
66431.0,81398.0,10.0,10.0,411.0,0.054,147.528,125.212,643.0,153.0,7.1
60970.0,86644.0,5.0,5.0,423.0,0.001,0.0,8188.688,381.0,136.0,-5.5
17411.0,30177.0,6.0,6.0,138.0,0.139,278.615,48.913,870.0,164.0,9.3
51385.0,50323.0,11.0,1.0,708.0,0.091,0.0,74.208,725.0,240.0,10.9
69433.0,67484.0,10.0,4.0,201.0,0.059,39.289,114.867,1178.0,135.0,21.2
13304.0,41109.0,14.0,14.0,52.0,0.06,236.30900000000003,113.198,523.0,126.0,-9.8
59706.0,89434.0,10.0,10.0,373.0,0.088,45.0,100.486,370.0,120.0,-7.8
16427.0,21967.0,8.0,8.0,104.0,0.093,333.434,90.285,670.0,253.0,10.2
28158.0,9740.0,10.0,10.0,585.0,0.15,123.69,59.121,361.0,424.0,5.8
49588.0,86382.0,10.0,10.0,218.0,0.054,212.471,125.212,225.0,93.0,-20.3
86050.0,74615.0,7.0,7.0,795.0,0.1119999999999999,2.12,60.424,935.0,165.0,15.9
70105.0,92833.0,10.0,10.0,294.0,0.018,63.42,451.382,551.0,135.0,2.4
34632.0,10459.0,8.0,8.0,149.0,0.067,299.744,178.457,817.0,330.0,14.0
60693.0,83259.0,10.0,10.0,448.0,0.214,7.815,31.714,436.0,142.0,-1.7
30537.0,51754.0,9.0,9.0,309.0,0.035,125.534,209.13,746.0,114.0,7.9
39297.0,66003.0,10.0,10.0,123.0,0.061,118.3,110.571,421.0,92.0,-1.3
43756.0,89404.0,14.0,14.0,166.0,0.179,13.392,37.814,193.0,67.0,-38.9
65592.0,96343.0,10.0,10.0,218.0,0.214,7.815,38.177,432.0,113.0,-5.0
55906.0,84883.0,10.0,10.0,477.0,0.182,65.77199999999999,41.012,264.0,137.0,-11.9
15601.0,39218.0,9.0,9.0,205.0,0.067,209.74400000000003,101.247,522.0,156.0,-6.1
49220.0,76611.0,8.0,8.0,538.0,0.1,16.927,90.892,323.0,143.0,-0.8
14061.0,22396.0,6.0,6.0,111.0,0.05,170.53599999999997,134.208,613.0,204.0,10.5
60062.0,92466.0,5.0,10.0,278.0,0.061,118.301,128.43200000000002,350.0,114.0,-9.8
68482.0,67648.0,6.0,6.0,184.0,0.001,270.0,9441.451,1134.0,138.0,20.0
6796.0,31546.0,8.0,8.0,310.0,0.034,284.033,238.342,408.0,188.0,-1.0
26885.0,48352.0,14.0,14.0,1178.0,0.35,81.098,31.313,374.0,161.0,0.4
22021.0,49411.0,14.0,14.0,394.0,0.246,23.962,27.627,289.0,159.0,-3.9
34471.0,18797.0,7.0,7.0,1031.0,0.2289999999999999,43.531000000000006,29.59,264.0,561.0,4.4
34638.0,48390.0,5.0,5.0,677.0,0.077,233.746,87.76700000000001,629.0,191.0,11.0
84265.0,81704.0,10.0,10.0,383.0,0.047,232.124,166.328,1139.0,141.0,19.3
78321.0,78351.0,10.0,10.0,203.0,0.035,315.0,269.003,1134.0,135.0,20.4
16980.0,23725.0,9.0,9.0,412.0,0.073,196.389,92.131,722.0,277.0,8.0
27781.0,11535.0,8.0,8.0,135.0,0.076,12.529000000000002,88.538,907.0,189.0,15.5
37030.0,90943.0,14.0,14.0,235.0,0.095,182.489,70.915,126.0,66.0,-58.8
10180.0,21424.0,8.0,8.0,402.0,0.111,77.005,71.064,461.0,127.0,16.2
80574.0,85987.0,10.0,10.0,463.0,0.288,227.337,25.938,952.0,157.0,14.5
82437.0,89239.0,8.0,4.0,256.0,0.08,171.02700000000002,102.175,986.0,152.0,14.2
61971.0,62256.0,6.0,2.0,246.0,0.008,89.99799999999999,816.2739999999999,1129.0,145.0,15.8
50521.0,94936.0,10.0,9.0,33.0,0.087,87.273,90.197,260.0,81.0,-24.9
53085.0,84081.0,5.0,10.0,422.0,0.001,0.0,7901.005999999999,238.0,126.0,-13.2
68513.0,59789.0,12.0,12.0,273.0,0.0579999999999999,291.041,129.178,1242.0,139.0,18.1
34546.0,32496.0,6.0,6.0,722.0,0.162,302.471,48.478,917.0,164.0,16.3
64763.0,83108.0,13.0,13.0,428.0,0.011,135.003,636.114,525.0,151.0,2.6
61372.0,42892.0,6.0,6.0,1120.0,0.713,267.655,9.539,486.0,220.0,16.5
24726.0,15123.0,8.0,10.0,124.0,0.2339999999999999,56.592,28.996,934.0,186.0,15.4
87713.0,88795.0,10.0,10.0,546.0,0.034,255.962,292.806,990.0,169.0,14.3
58697.0,92238.0,10.0,10.0,319.0,0.035,144.461,189.782,323.0,115.0,-11.7
19828.0,36640.0,11.0,11.0,756.0,0.19,52.125,35.796,336.0,349.0,-0.8
27147.0,8259.0,8.0,8.0,240.0,0.148,141.842,45.847,645.0,223.0,13.4
61339.0,50371.0,8.0,8.0,1370.0,0.46,204.015,19.969,519.0,277.0,11.6
34395.0,84297.0,10.0,8.0,102.0,0.065,320.194,104.514,139.0,84.0,-34.2
43789.0,88196.0,14.0,14.0,107.0,0.165,308.884,40.994,187.0,70.0,-34.4
45328.0,62979.0,10.0,10.0,234.0,0.034,345.96,331.204,722.0,126.0,5.6
58893.0,59688.0,10.0,10.0,671.0,0.456,165.203,14.89,623.0,266.0,7.2
62046.0,60752.0,6.0,6.0,656.0,0.188,120.529,39.731,880.0,209.0,10.6
40238.0,96916.0,14.0,14.0,60.0,0.143,79.992,52.104,141.0,67.0,-53.5
58800.0,92345.0,10.0,10.0,306.0,0.0579999999999999,188.129,201.898,323.0,114.0,-11.8
78163.0,90385.0,10.0,10.0,454.0,0.165,310.915,47.766000000000005,724.0,172.0,8.4
62093.0,89030.0,10.0,10.0,389.0,0.143,244.179,58.623000000000005,401.0,129.0,-5.0
41763.0,76465.0,14.0,15.0,526.0,0.132,167.274,51.37,171.0,132.0,-10.3
67050.0,93310.0,5.0,5.0,212.0,0.1969999999999999,304.694,34.418,504.0,120.0,-0.2
36557.0,32681.0,14.0,14.0,1133.0,0.645,341.565,10.536,608.0,290.0,8.4
18257.0,36720.0,14.0,14.0,1422.0,0.755,186.968,11.754,411.0,263.0,0.2
38914.0,88823.0,14.0,14.0,111.0,0.231,329.744,32.373000000000005,140.0,65.0,-49.2
62889.0,53644.0,14.0,14.0,1488.0,0.147,220.424,46.031000000000006,234.0,471.0,5.1
13627.0,43882.0,5.0,5.0,32.0,0.021,258.69,562.806,407.0,128.0,-10.1
19297.0,29043.0,5.0,5.0,344.0,0.134,248.198,50.526,800.0,218.0,7.1
83096.0,75455.0,6.0,2.0,234.0,0.005,134.996,1484.817,1284.0,125.0,22.9
51412.0,79167.0,10.0,8.0,530.0,0.129,271.847,52.636,389.0,149.0,-1.4
80670.0,78229.0,11.0,11.0,216.0,0.053,135.0,128.319,1187.0,133.0,21.1
26646.0,31337.0,9.0,9.0,442.0,0.237,329.381,31.594,849.0,245.0,10.0
48574.0,81528.0,5.0,8.0,266.0,0.09,326.309,75.465,281.0,134.0,-7.0
50525.0,59806.0,14.0,14.0,1559.0,0.698,339.403,9.733,318.0,406.0,0.9
46160.0,71084.0,10.0,10.0,505.0,0.195,29.291,34.728,314.0,124.0,-1.3
33128.0,29746.0,6.0,6.0,908.0,0.191,304.38,69.047,744.0,192.0,14.5
43349.0,38406.0,5.0,8.0,1009.0,0.312,235.885,21.8,758.0,129.0,15.4
40895.0,76715.0,14.0,14.0,346.0,0.005,134.99200000000002,2272.031,193.0,116.0,-8.9
43942.0,74508.0,14.0,14.0,691.0,0.06,285.946,112.125,195.0,131.0,-7.8
71821.0,77856.0,6.0,6.0,162.0,0.05,170.543,212.591,974.0,140.0,18.5
52658.0,75684.0,10.0,10.0,285.0,0.242,67.833,30.851,617.0,125.0,10.3
57093.0,40189.0,10.0,10.0,664.0,0.046,95.204,162.891,859.0,105.0,32.0
38081.0,38663.0,11.0,11.0,917.0,0.22,29.475,34.045,579.0,221.0,12.8
85711.0,58450.0,8.0,8.0,663.0,0.288,136.16899999999998,23.554,1193.0,156.0,24.2
32585.0,31253.0,6.0,6.0,158.0,0.021,258.688,404.587,1080.0,113.0,19.3
54628.0,87222.0,8.0,8.0,371.0,0.231,239.743,29.378,273.0,115.0,-15.0
20971.0,14084.0,8.0,8.0,266.0,0.318,317.121,24.813,736.0,262.0,12.2
76085.0,59298.0,12.0,12.0,447.0,0.079,176.983,112.057,1198.0,166.0,19.7
21118.0,45425.0,5.0,5.0,389.0,0.171,288.435,43.75899999999999,555.0,143.0,0.3
82166.0,75704.0,7.0,7.0,212.0,0.068,295.018,138.862,1259.0,125.0,22.7
22305.0,13117.0,6.0,8.0,125.0,0.042,11.31,160.091,802.0,229.0,14.9
26213.0,37375.0,11.0,11.0,394.0,0.206,154.983,36.225,973.0,182.0,12.5
63610.0,82755.0,9.0,9.0,404.0,0.1369999999999999,154.983,49.313,505.0,151.0,1.7
64443.0,73206.0,10.0,10.0,270.0,0.063,191.30900000000003,106.724,974.0,138.0,15.6
43037.0,44650.0,14.0,14.0,1638.0,0.875,323.13,8.566,260.0,323.0,4.8
12783.0,38940.0,9.0,9.0,262.0,0.111,153.434,60.842,512.0,169.0,-6.6
25424.0,30509.0,5.0,5.0,399.0,0.296,103.84,22.973000000000003,841.0,258.0,9.9
23317.0,43248.0,14.0,14.0,1449.0,0.784,55.381,8.667,183.0,370.0,-3.2
32564.0,75755.0,14.0,14.0,339.0,0.206,130.1,40.637,139.0,97.0,-21.9
41144.0,58876.0,11.0,11.0,395.0,0.013,108.434,516.265,621.0,134.0,3.7
19372.0,24808.0,6.0,6.0,311.0,0.203,254.538,33.478,773.0,280.0,8.4
46193.0,45419.0,10.0,10.0,1217.0,0.408,130.03,18.365,503.0,317.0,7.9
21834.0,82042.0,14.0,10.0,100.0,0.037,243.43400000000003,212.006,111.0,75.0,-58.9
52502.0,97634.0,10.0,4.0,83.0,0.08,152.102,84.87299999999999,206.0,81.0,-28.3
27536.0,84620.0,14.0,10.0,109.0,0.0289999999999999,98.13,230.887,114.0,84.0,-48.6
26986.0,83527.0,14.0,10.0,206.0,0.123,118.3,55.286,105.0,94.0,-46.4
32440.0,52717.0,8.0,8.0,388.0,0.094,228.576,72.01,718.0,138.0,7.2
35643.0,85367.0,14.0,14.0,347.0,0.052,341.565,214.444,121.0,85.0,-39.2
33126.0,28041.0,6.0,6.0,962.0,0.251,275.71,27.075,517.0,362.0,8.6
81480.0,75383.0,6.0,6.0,244.0,0.016,270.0,449.945,1222.0,130.0,22.1
49464.0,85143.0,6.0,6.0,42.0,0.09,236.31,83.15799999999999,248.0,87.0,-16.3
25777.0,22313.0,8.0,8.0,160.0,0.1159999999999999,165.465,58.53,1022.0,179.0,17.1
15071.0,30610.0,9.0,9.0,25.0,0.047,224.999,188.413,878.0,260.0,8.9
40051.0,52256.0,9.0,9.0,659.0,0.149,144.09,50.242,628.0,222.0,7.4
69015.0,77963.0,10.0,10.0,186.0,0.011,45.0,577.382,922.0,139.0,16.4
27769.0,32882.0,6.0,6.0,205.0,0.7020000000000001,294.893,11.651,906.0,167.0,13.9
63744.0,41866.0,14.0,14.0,1493.0,0.4,324.323,18.734,356.0,302.0,13.6
21870.0,33363.0,6.0,6.0,171.0,0.001,90.0,10515.966,863.0,158.0,7.9
77984.0,84690.0,10.0,4.0,440.0,0.366,258.178,18.58,911.0,158.0,14.2
37237.0,38973.0,10.0,10.0,1602.0,0.176,109.29,38.522,343.0,369.0,6.4
26066.0,43380.0,11.0,11.0,820.0,0.039,108.436,172.097,674.0,119.0,7.2
32499.0,68844.0,10.0,5.0,12.0,0.093,349.695,98.748,251.0,63.0,-14.1
84178.0,86799.0,10.0,10.0,447.0,0.113,336.25,59.772,995.0,153.0,15.0
94253.0,66961.0,10.0,7.0,945.0,0.123,227.726,98.416,1034.0,156.0,18.2
5560.0,36818.0,5.0,5.0,12.0,0.001,351.869,9510.444,247.0,123.0,-6.2
67450.0,45869.0,6.0,6.0,1203.0,0.0579999999999999,269.993,116.626,500.0,373.0,12.3
66516.0,89883.0,10.0,10.0,378.0,0.037,186.34,180.288,498.0,135.0,0.5
75442.0,77191.0,11.0,6.0,171.0,0.001,180.0,6802.394,1068.0,139.0,20.4
63123.0,63224.0,10.0,5.0,308.0,0.0289999999999999,134.97,231.237,1111.0,146.0,15.7
67766.0,96358.0,10.0,10.0,254.0,0.0579999999999999,90.0,116.624,445.0,122.0,-3.9
38612.0,42610.0,5.0,1.0,566.0,0.597,176.398,13.716,840.0,145.0,15.3
8169.0,37394.0,9.0,9.0,36.0,0.011,45.0,577.203,485.0,119.0,-9.1
37769.0,46557.0,8.0,5.0,540.0,0.065,161.566,138.211,677.0,184.0,8.4
86249.0,67341.0,8.0,2.0,746.0,0.042,150.945,174.725,1074.0,147.0,20.0
37574.0,70754.0,10.0,8.0,116.0,0.545,141.203,13.745,224.0,102.0,-7.3
84424.0,81704.0,10.0,4.0,346.0,0.134,248.198,87.84299999999999,1170.0,138.0,19.9
95734.0,68408.0,7.0,4.0,635.0,0.068,295.019,98.635,1322.0,123.0,22.6
53094.0,89939.0,8.0,8.0,21.0,0.09,236.30900000000003,75.465,369.0,80.0,-14.1
16351.0,26461.0,11.0,11.0,83.0,0.023,45.0,539.964,807.0,170.0,12.2
51610.0,83678.0,10.0,10.0,506.0,0.241,259.077,32.664,211.0,128.0,-14.1
18949.0,34616.0,14.0,14.0,1362.0,0.631,265.079,12.511,334.0,307.0,-0.2
38679.0,47276.0,8.0,4.0,593.0,0.059,309.29200000000003,173.399,679.0,155.0,6.1
30174.0,79280.0,14.0,14.0,261.0,0.092,71.564,73.753,125.0,94.0,-30.2
35165.0,71524.0,14.0,14.0,8.0,0.042,60.945,203.93,177.0,100.0,-12.9
22353.0,13271.0,6.0,2.0,169.0,0.106,228.179,77.085,815.0,221.0,15.5
50110.0,91350.0,14.0,14.0,105.0,0.12,88.024,67.72800000000001,287.0,77.0,-23.6
41225.0,69665.0,10.0,8.0,371.0,0.089,346.607,75.627,240.0,118.0,-6.8
53159.0,99008.0,8.0,5.0,54.0,0.001,351.869,8411.832,198.0,77.0,-30.2
61746.0,59460.0,7.0,7.0,1172.0,0.619,131.72899999999998,14.116,537.0,332.0,6.3
55654.0,98687.0,10.0,8.0,151.0,0.005,224.996,1433.7479999999998,216.0,89.0,-25.1
33009.0,86347.0,14.0,14.0,332.0,0.031,203.197,214.37,97.0,89.0,-48.9
56786.0,92672.0,10.0,10.0,261.0,0.062,93.814,108.597,309.0,105.0,-14.4
65704.0,44645.0,6.0,6.0,1034.0,0.166,112.066,40.893,486.0,319.0,12.5
80277.0,74068.0,6.0,2.0,263.0,0.063,348.68699999999995,131.981,1204.0,131.0,22.1
43120.0,49030.0,14.0,14.0,1614.0,0.246,246.037,27.627,400.0,273.0,4.2
78642.0,81243.0,11.0,11.0,319.0,0.068,345.98900000000003,125.314,1040.0,147.0,17.7
18265.0,11730.0,8.0,8.0,13.0,0.008,359.999,816.304,742.0,186.0,18.2
50910.0,92291.0,8.0,10.0,156.0,0.071,35.537,94.891,268.0,87.0,-23.3
21835.0,11615.0,7.0,7.0,36.0,0.068,244.983,98.627,763.0,232.0,15.7
67455.0,94136.0,10.0,10.0,333.0,0.001,0.0,8594.153,443.0,132.0,-2.5
86582.0,63606.0,10.0,8.0,650.0,0.013,161.56,516.252,1230.0,129.0,25.2
67454.0,89331.0,10.0,10.0,389.0,0.065,288.435,103.308,522.0,144.0,1.7
60868.0,78560.0,5.0,5.0,356.0,0.076,315.0,88.8,675.0,139.0,6.6
17092.0,33303.0,11.0,11.0,802.0,0.3389999999999999,101.31,24.089,282.0,467.0,-1.2
59627.0,58717.0,10.0,10.0,1185.0,0.465,100.304,14.602,426.0,373.0,5.0
32785.0,29454.0,6.0,6.0,505.0,0.037,116.565,182.53,922.0,141.0,19.3
73918.0,76167.0,11.0,4.0,164.0,0.035,314.999,231.665,1021.0,142.0,19.9
63256.0,54218.0,11.0,11.0,1063.0,0.001,180.0,8188.688,558.0,259.0,12.5
6878.0,33101.0,8.0,8.0,398.0,0.06,254.054,112.125,441.0,211.0,-0.2
77990.0,53825.0,8.0,8.0,1758.0,0.392,250.796,20.853,416.0,453.0,9.3
54874.0,98209.0,10.0,8.0,159.0,0.326,287.048,20.811,218.0,87.0,-25.3
30620.0,16311.0,7.0,7.0,113.0,0.09,33.69,110.723,1037.0,157.0,22.4
20862.0,18043.0,6.0,6.0,402.0,0.0819999999999999,319.086,90.631,469.0,391.0,7.2
37054.0,59598.0,9.0,9.0,254.0,0.095,2.51,92.622,532.0,122.0,0.3
62171.0,95854.0,10.0,10.0,275.0,0.013,161.561,1074.447,327.0,115.0,-10.8
49088.0,58162.0,14.0,10.0,1495.0,0.5479999999999999,226.231,14.939,370.0,339.0,1.6
