R,C,PAS,AHM,DD5
28,41,99.32258,22.954838,547.8387
28,42,98.67742,23.038710000000002,545.0968
28,43,99.548386,23.012903,538.6129
28,44,99.96774,23.174194,536.129
28,45,99.77419,23.251614,539.7742
28,46,100.90323000000001,23.251614,538.871
28,47,101.32258,23.045162,548.0968
28,48,99.51613,23.074194,542.6774
29,0,151.83871000000002,19.787096,564.6774
29,1,153.51613,19.609678,561.0645
29,2,165.7742,18.241936,549.1613
29,3,164.58064,18.206451,548.0323
29,4,165.12903,18.025806,553.19354
29,5,161.58064,18.319354999999998,565.9677
29,6,154.12903,18.993547,573.70966
29,7,147.90323,19.806452,585.5161
29,8,163.6129,17.748386,558.4516
29,9,181.0,15.777419,523.871
29,10,187.93549,15.048388000000001,507.2903
29,11,181.2258,15.635484,520.6129
29,12,177.25807,16.041935000000002,526.5484
29,13,179.35484,15.474194,517.3226
29,14,179.48387,14.793548999999999,495.03225999999995
29,15,177.16128999999998,14.851613,486.8387
29,16,190.06451,12.087097,418.2903
29,17,183.93549,12.622581,425.8387
29,18,166.87097,13.2,421.0645
29,19,161.03226,13.922581,436.41934000000003
29,20,138.83871000000002,17.209677,481.58065999999997
29,21,134.96774,17.838708999999998,491.5484
29,22,138.80646000000002,17.154839000000003,489.0
29,23,132.0,18.203226,493.7742
29,24,122.12903600000001,19.951612,510.35483
29,25,115.354836,20.945162,517.0
29,26,112.80645,21.503225,526.74194
29,27,111.96773999999999,21.690323,533.6129
29,28,110.93548600000001,21.71613,539.5806
29,29,109.83871,21.719355,543.74194
29,30,107.25806399999999,22.270967000000002,547.4516
29,31,106.09676999999999,22.13871,554.129
29,32,105.93548600000001,22.170967,554.9032
29,33,106.354836,21.877419,557.3226
29,34,107.0,21.248386,555.871
29,35,105.25806399999999,22.254839,558.5161
29,36,103.258064,22.380646,558.0
29,37,102.64516400000001,22.545162,549.4839
29,38,102.80645,22.406451999999998,554.7742
29,39,108.32258,21.596775,559.3226
29,40,102.67742,22.23871,558.6774
29,41,99.03226,22.606451,557.4516
29,42,99.67742,22.35484,550.9032
29,43,99.80645,22.332258,552.4839
29,44,99.77419,22.990322,548.0645
29,45,100.064514,23.135485,547.6451400000001
29,46,101.41936,22.7,560.5484
29,47,103.451614,22.558065,554.70966
29,48,102.064514,22.587097,558.6129
29,49,99.67742,22.9,553.0645
30,0,140.12903,21.612904,577.3548599999999
30,1,163.32259,18.290323,551.70966
30,2,163.51613,18.267742000000002,551.4516
30,3,164.70967,18.045162,552.1613
30,4,168.48387,17.490322,544.8387
30,5,181.45161000000002,16.222579999999997,524.3548599999999
30,6,161.87097,18.154839000000003,567.3548599999999
30,7,151.90323,19.351612,585.1613
30,8,163.90323,17.616129,561.871
30,9,168.2258,17.167742,554.9032
30,10,174.6129,16.451612,538.9355
30,11,214.16128999999998,13.067741999999999,478.35483
30,12,206.74193,13.438709,478.19354000000004
30,13,196.64516,13.880645000000001,487.3871
30,14,191.90323,13.864516,480.35483
30,15,195.12903,13.377419,468.51614000000006
30,16,205.70967,11.154838999999999,415.74194
30,17,201.7742,10.816129,402.51614
30,18,185.7742,11.903226,418.41934
30,19,160.96774,14.3032255,457.87097
30,20,145.67741,16.029032,482.03225999999995
30,21,142.67741,16.435484,485.64517
30,22,143.29033,16.419355,484.3871
30,23,124.83871,19.316129999999998,506.64517
30,24,118.45161399999999,20.451612,518.0968
30,25,120.0,20.258064,522.25806
30,26,114.48387,21.148388,526.5806
30,27,111.6129,21.741936,535.70966
30,28,110.354836,22.025806,541.4516
30,29,125.80645,19.648388,543.5806
30,30,111.77418999999999,21.429031,545.871
30,31,108.93548600000001,21.712904,550.8387
30,32,106.83871,21.82258,556.3226
30,33,107.70968,20.883871,558.4194
30,34,107.29032,21.067741,557.1613
30,35,106.6129,21.803226000000002,557.19354
30,36,105.6129,22.038710000000002,559.4516
30,37,104.09676999999999,21.925806,561.4194
30,38,105.3871,21.538710000000002,559.1613
30,39,110.48387,20.967741,559.4194
30,40,104.741936,21.790323,557.1613
30,41,101.129036,22.403225,557.6451400000001
30,42,99.41936,22.635485,562.3226
30,43,99.67742,22.751614,561.4516
30,44,99.90323000000001,22.748386,562.0
30,45,100.0,22.451612,573.74194
30,46,100.3871,22.254839,581.0645
30,47,102.48387,22.225807,571.25806
30,48,104.741936,22.17742,561.29034
30,49,99.77419,22.925806,560.74194
31,0,161.3871,18.377419,576.8387
31,1,163.16128999999998,18.203226,555.9032
31,2,161.41936,18.348387,561.4516
31,3,168.41936,17.4,549.7742
31,4,173.7742,16.790323,540.70966
31,5,167.87097,17.416128,558.6129
31,6,153.96774,19.022581,584.4839
31,7,158.09677,18.487097,584.80646
31,8,169.48387,17.183870000000002,564.25806
31,9,176.06451,16.338708999999998,538.5806
31,10,212.09677000000002,13.180645000000002,480.25805999999994
31,11,229.19353999999998,11.977419,450.80645999999996
31,12,224.64516,12.1967745,453.3871
31,13,204.25807,13.558064000000002,480.03225999999995
31,14,196.96774,14.032257999999999,489.5484
31,15,205.48387,11.941936,441.90323
31,16,201.90323,11.212903,419.7742
31,17,212.41936,10.316129,404.35483
31,18,176.0,12.66129,429.67742999999996
31,19,162.87097,14.025806,454.8387
31,20,153.70967,14.929032000000001,473.41934000000003
31,21,147.6129,15.748387,485.0
31,22,146.19353999999998,15.887096,494.2258
31,23,131.54838999999998,18.129032000000002,516.9677
31,24,129.12903,18.464516,515.9032
31,25,124.45161399999999,19.406451999999998,514.3226
31,26,113.96773999999999,21.383871,527.70966
31,27,114.16129,21.332258,536.80646
31,28,115.22581000000001,21.112904,533.0
31,29,111.09676999999999,21.67742,541.3871
31,30,112.09676999999999,20.929031,546.0
31,31,110.70968,21.132257,548.0645
31,32,108.32258,21.664516,553.6129
31,33,110.41936000000001,21.341935999999997,549.9032
31,34,107.77418999999999,21.154839000000003,551.3871
31,35,106.354836,22.070969,560.5161
31,36,104.19355,22.141935,563.6129
31,37,103.935486,21.964516,560.4516
31,38,103.935486,22.129032000000002,557.3548599999999
31,39,104.48387,21.758064,555.3548599999999
31,40,103.22581,22.190323,561.4516
31,41,101.29032,22.345160999999997,563.5161
31,42,99.6129,22.541935000000002,563.5161
31,43,99.741936,22.474194,564.6129
31,44,100.03226,22.345160999999997,563.3226
31,45,100.064514,22.21613,582.2258
31,46,100.51613,22.296774,578.9032
31,47,101.58064,22.319354999999998,574.0968
31,48,101.16129000000001,22.477419,571.4194
31,49,103.22581,22.358065,564.871
32,0,166.51613,17.71613,573.5484
32,1,157.12903,18.706451,584.2258
32,2,161.58064,18.225807,574.5161
32,3,164.64516,17.919355,570.5161
32,4,163.19353999999998,18.125807000000002,576.74194
32,5,167.80646000000002,17.458064999999998,561.0645
32,6,168.41936,17.312901999999998,574.4516
32,7,169.45161000000002,17.025806,563.6774
32,8,198.3871,14.293548999999999,512.6129
32,9,235.29032999999998,11.645162,454.5484
32,10,250.35484,10.770967500000001,435.9355
32,11,239.58064,11.46129,449.1613
32,12,227.25807000000003,12.048388000000001,454.03225999999995
32,13,227.03226,11.545161,437.8387
32,14,208.25807,12.067741999999999,440.74194000000006
32,15,210.7742,11.867742,437.5484
32,16,233.80646000000002,9.17742,388.19354
32,17,249.2258,7.9258065,368.3871
32,18,219.70967000000002,9.477419,397.80646
32,19,172.12903,12.967742,444.03225999999995
32,20,173.32259,12.883871000000001,446.8387
32,21,153.2258,14.903226,479.7097
32,22,154.03226,14.970967000000002,487.80645999999996
32,23,141.32259,16.493547,504.9355
32,24,130.51613,18.193548,510.25805999999994
32,25,133.48387,17.683870000000002,504.0
32,26,120.45161399999999,20.229032999999998,520.8387
32,27,118.29032,20.445162,524.80646
32,28,113.22581000000001,21.167742,535.8387
32,29,113.54838600000001,21.041935000000002,539.4516
32,30,116.03226000000001,20.525806,540.3871
32,31,121.6129,19.493547,540.8387
32,32,126.06451399999999,18.874192999999998,535.9355
32,33,108.06451399999999,21.319354999999998,548.2258
32,34,106.354836,22.103226,557.8387
32,35,107.22581000000001,22.032259,557.871
32,36,105.09676999999999,22.229032999999998,559.4516
32,37,103.96774,22.170967,557.3226
32,38,104.064514,22.041935000000002,557.1613
32,39,102.16129000000001,22.383871,565.1613
32,40,101.90323000000001,22.490322,566.5484
32,41,101.548386,22.509678,567.2258
32,42,99.80645,22.641935,553.9355
32,43,100.90323000000001,21.661291000000002,550.7742
32,44,99.96774,22.429031,566.6129
32,45,99.935486,22.554838,567.8387
32,46,100.258064,22.593548000000002,568.4516
32,47,100.451614,22.658064000000003,569.0968
32,48,102.548386,22.503225,567.2258
32,49,,,
33,0,162.74193,17.983871,568.0
33,1,156.90323,18.777420000000003,590.3226
33,2,156.19353999999998,18.712904,589.871
33,3,154.64516,18.780645,587.70966
33,4,157.3871,18.64516,588.0
33,5,153.06451,19.003225,597.4194
33,6,173.35484,16.732257999999998,566.9032
33,7,204.3871,13.948387,519.70966
33,8,196.70967,14.464516,522.3226
33,9,207.64516,13.354838,487.7097
33,10,247.06451,11.096774,447.32257000000004
33,11,250.58064,10.851613,436.12903
33,12,251.6129,10.596774,425.6129
33,13,251.80646000000002,10.403226,417.87097
33,14,242.80646000000002,10.519355000000001,416.51614
33,15,216.54838999999998,11.367742,422.0645
33,16,241.83871000000002,8.545161,371.7097
33,17,243.83871000000002,8.264516,372.58066
33,18,209.54838999999998,10.164516,405.09677
33,19,183.09677,12.193548,444.74194000000006
33,20,172.25807,13.029033,458.7742
33,21,157.06451,14.6,480.80645999999996
33,22,144.7742,16.041935000000002,499.74194000000006
33,23,146.6129,15.812903,495.32257000000004
33,24,135.29033,17.519356,510.35483
33,25,128.19353999999998,18.696773999999998,513.2258
33,26,122.83871,19.629032000000002,517.2258
33,27,124.0,19.122581,516.3871
33,28,126.74193600000001,19.009678,514.9355
33,29,118.58063999999999,19.996775,530.6129
33,30,123.25806399999999,19.21613,525.0
33,31,117.645164,20.167742,530.0
33,32,127.25806399999999,17.290323,514.4194
33,33,122.25806399999999,16.816129999999998,491.7742
33,34,112.09676999999999,21.406451999999998,553.5161
33,35,108.70968,21.996775,552.9677
33,36,105.0,22.345160999999997,552.8387
33,37,104.03226,22.219355,555.9355
33,38,103.0,22.503225,559.5161
33,39,102.58064,22.516129,562.0645
33,40,102.80645,22.583872,567.0968
33,41,100.58064,22.670967,552.0323
33,42,100.80645,22.067741,541.9355
33,43,99.935486,23.235483,539.25806
33,44,99.870964,23.083872,550.6774
33,45,100.064514,22.925806,559.2258
33,46,100.48387,22.9,562.0
33,47,100.48387,22.941935,567.5484
33,48,102.0,22.658064000000003,564.9677
33,49,101.22581,22.667742,569.19354
34,0,,,
34,1,159.74193,18.32258,594.5161
34,2,157.3871,18.57742,597.6129
34,3,160.58064,18.074194,590.80646
34,4,159.74193,18.119354,588.871
34,5,180.90323,16.038710000000002,564.5484
34,6,190.64516,15.154839,548.7742
34,7,174.0,16.458064999999998,564.5161
34,8,205.41936,13.774194,509.5484
34,9,232.16128999999998,12.083871,479.80645999999996
34,10,214.6129,13.009678,482.7097
34,11,239.25807000000003,11.451611999999999,450.41934000000003
34,12,251.58064,10.654838999999999,430.1613
34,13,252.74192999999997,10.332258,418.0645
34,14,259.51614,8.867742,375.9355
34,15,255.06451,9.3032255,387.64517
34,16,261.64517,8.090322500000001,369.41934
34,17,244.35484,8.587097,376.35483
34,18,200.29033,10.987097,430.58065999999997
34,19,181.90323,12.212903,451.0
34,20,182.06451,12.180645,452.87097
34,21,180.16128999999998,12.190323,452.09677
34,22,172.09677,12.925806,460.5484
34,23,147.41936,15.783871,495.41934000000003
34,24,134.51613,17.641935,508.8387
34,25,141.93549,16.35484,485.7097
34,26,144.3871,15.812903,469.2258
34,27,138.90323,16.387096,473.12903
34,28,123.83871,18.85484,508.48385999999994
34,29,124.09676999999999,18.92258,513.0645
34,30,132.0,17.525806,488.2258
34,31,123.96773999999999,19.080645,507.0645
34,32,115.67742,20.470968,531.6129
34,33,110.80645,21.07742,543.29034
34,34,122.51613,20.429031,542.25806
34,35,119.70968,20.719355,543.3548599999999
34,36,108.12903600000001,21.990322,550.8387
34,37,103.6129,22.432259,553.129
34,38,102.548386,22.980644,541.4516
34,39,103.064514,22.870967999999998,540.0645
34,40,103.064514,23.07742,531.9355
34,41,103.29032,23.0,533.7742
34,42,100.90323000000001,23.470968,529.9032
34,43,100.09676999999999,23.203226,540.2258
34,44,100.16129000000001,22.893549,546.0
34,45,100.32258,22.754839,542.29034
34,46,100.48387,23.083872,548.74194
34,47,100.64516400000001,22.990322,556.74194
35,0,,,
35,1,162.09677,17.912903,604.129
35,2,163.51613,17.654839000000003,604.19354
35,3,165.54838999999998,17.345160999999997,592.871
35,4,176.7742,16.483871,579.74194
35,5,182.74193,15.738709,568.3871
35,6,181.93549,15.787097,562.9032
35,7,183.70967,15.603226000000001,563.3226
35,8,192.29033,14.925806,539.29034
35,9,222.83871000000002,12.806452,502.80645999999996
35,10,226.70967000000002,12.316129,475.51614000000006
35,11,243.70967000000002,11.212903,451.90323
35,12,242.16128999999998,10.867742,438.0
35,13,238.54838999999998,11.258064,445.1613
35,14,263.0,9.135484,396.64517
35,15,256.90323,8.754839,381.2903
35,16,228.06451,9.777419,403.51614
35,17,210.41936,10.487097,424.90323
35,18,215.96774,10.151613000000001,430.0645
35,19,198.7742,10.996774,441.74194000000006
35,20,187.7742,11.716128999999999,450.67742999999996
35,21,181.32259,12.116128999999999,462.03225999999995
35,22,161.90323,13.980645,480.2258
35,23,162.09677,14.064516000000001,476.64517
35,24,146.32259,15.941935999999998,489.67742999999996
35,25,143.70967,16.174194,474.4516
35,26,162.2258,13.367742000000002,425.51614000000006
35,27,150.67741,14.348386999999999,442.0645
35,28,181.29033,11.383871000000001,400.25806
35,29,156.06451,14.093549,440.41934000000003
35,30,127.54838600000001,18.435484,499.1613
35,31,131.67741,17.719355,503.3871
35,32,114.06451399999999,20.893549,541.9355
35,33,111.0,21.619354,540.5161
35,34,110.354836,21.777420000000003,545.0323
35,35,114.12903600000001,21.564516,546.0645
35,36,105.41936000000001,22.470968,542.6774
35,37,103.16129000000001,22.951612,536.8387
35,39,102.870964,23.445162,521.29034
35,40,103.19355,23.403225,521.4516
35,41,103.451614,23.519356,520.9032
35,42,101.16129000000001,23.277420000000003,531.74194
35,43,101.0,23.235483,534.19354
35,44,100.129036,23.232257999999998,541.19354
36,0,,,
36,1,166.87097,17.109678,605.9355
36,2,168.19353999999998,16.925806,599.8387
36,3,170.83871000000002,16.564516,591.3548599999999
36,4,182.90323,15.735484,573.70966
36,5,182.29033,15.725806,576.2258
36,6,192.32259,14.958064000000002,558.70966
36,7,195.12903,14.635484,549.25806
36,8,214.67741,13.290322,516.70966
36,9,241.32259,11.7,480.8387
36,10,247.6129,11.251613,476.25805999999994
36,11,238.12902999999997,11.458064,464.80645999999996
36,12,242.80646000000002,10.819355,443.0645
36,13,245.45161000000002,10.4,423.0
36,14,236.93549,10.235484,410.7742
36,15,255.45161000000002,9.106452,384.32257000000004
36,16,211.45161000000002,11.048388000000001,435.7742
36,17,210.35484,10.883871000000001,444.0645
36,18,206.67741,10.687097,434.41934000000003
36,19,195.83871000000002,11.193548,437.3871
36,20,190.06451,11.832258,462.87097
36,21,173.93549,13.3032255,491.6129
36,22,168.35484,13.648387,477.6129
36,23,160.64516,14.5,472.6129
36,24,158.3871,14.409677499999999,454.7097
36,25,161.6129,14.016129500000002,429.6129
36,26,171.80646000000002,12.051613,390.7097
36,27,171.19353999999998,11.970967,393.5484
36,28,157.09677,13.954839000000002,433.2903
36,29,146.70967,15.641935,462.35483
36,30,130.3871,18.129032000000002,507.12903
36,31,119.03226000000001,20.093548000000002,531.4516
36,32,115.09676999999999,20.835484,537.5484
36,33,110.09676999999999,21.845160999999997,545.19354
36,34,111.54838600000001,22.003225,544.2258
36,35,109.93548600000001,22.348387,536.7742
36,36,112.03226000000001,22.041935000000002,525.3871
36,37,105.80645,22.92258,522.3548599999999
36,38,103.741936,23.43871,509.67742999999996
36,41,103.548386,23.545162,513.1613
36,42,102.83870999999999,23.206451,525.4516
36,43,101.129036,23.158064000000003,534.6774
37,0,,,
37,1,,,
37,2,170.06451,16.712904,605.0
37,3,171.09677,16.480644,602.9677
37,4,174.48387,16.164516,591.19354
37,5,186.35484,15.33871,571.74194
37,6,193.41936,14.7,555.5484
37,7,193.83871000000002,14.409677499999999,544.9677
37,8,195.6129,14.277419,543.19354
37,9,219.03226,12.712903,500.74194000000006
37,10,242.09677000000002,11.335484,469.4516
37,11,245.90322999999998,10.783871000000001,450.7742
37,12,251.12902999999997,10.029033,423.7742
37,13,263.51614,9.154838999999999,405.2258
37,14,279.6129,8.225806,368.87097
37,15,232.83871000000002,10.116128999999999,411.4516
37,16,222.19353999999998,10.625807,432.35483
37,17,196.09677,12.258064,470.90323
37,18,209.83871000000002,11.135484,443.6129
37,19,189.6129,12.658064999999999,492.19354000000004
37,20,178.25807,13.290322,501.5484
37,21,196.96774,11.932258000000001,474.19354000000004
37,22,192.6129,11.741936,438.0645
37,23,188.48387,12.219355,442.0
37,24,196.87097,10.722581,386.7742
37,25,198.03226,9.858065,355.58066
37,26,189.25807,10.548388000000001,372.03226
37,27,178.03226,11.645162,392.41934
37,28,168.93549,12.667742,416.25806
37,29,134.96774,17.374192999999998,497.96774000000005
37,30,125.09676999999999,19.180645000000002,527.6774
37,31,116.83871,20.687098000000002,537.9677
37,32,112.87096399999999,21.42258,542.8387
37,33,113.51613,21.409678,539.19354
37,34,109.58063999999999,22.319354999999998,536.5806
37,35,109.32258,22.67742,520.0
37,36,109.48387,22.774193,512.3226
37,37,105.29032,23.193548,506.51614000000006
37,38,105.3871,23.351612,492.25805999999994
37,39,104.32258,23.490322,498.2903
38,0,192.87097,14.948387,584.8387
38,1,,,
38,2,173.70967,16.403225,606.19354
38,3,176.64516,16.190323,603.1613
38,4,178.41936,15.851613,592.129
38,5,180.12903,15.693548000000002,594.0
38,6,183.54838999999998,15.348386999999999,580.9032
38,7,186.25807,15.103226000000001,569.5161
38,8,220.96774,12.774194,518.5161
38,9,219.3871,12.580646,503.2903
38,10,202.83871000000002,13.593549,521.3871
38,11,225.12902999999997,11.948387,483.0
38,12,247.09677000000002,10.212903,434.48385999999994
38,13,267.7097,8.641935,386.51614
38,14,256.32257000000004,9.106452,393.67742999999996
38,15,257.12903,9.229032499999999,404.35483
38,16,245.51612999999998,9.977419,429.2258
38,17,240.3871,9.9838705,425.80645999999996
38,18,199.25807,12.574194,492.35483
38,19,195.41936,12.683871,500.09677
38,20,218.45161000000002,11.012903,461.12903
38,21,198.32259,12.277419,478.03225999999995
38,22,220.3871,9.916129,402.48386
38,23,232.09677000000002,8.564516000000001,351.0
38,24,225.12902999999997,8.454839,338.09677
38,25,212.96774,9.377419,359.9355
38,26,195.45161000000002,10.387096000000001,378.6129
38,27,155.51613,14.203226,439.80645999999996
38,28,149.12903,15.112904,461.4516
38,29,132.32259,17.929031,508.90323
38,30,132.83871000000002,17.970968,505.64517
38,31,122.77418999999999,19.883871,519.3871
38,32,116.12903600000001,21.161291000000002,525.4839
38,33,113.22581000000001,21.719355,533.0
38,34,110.41936000000001,21.838708999999998,518.129
38,35,110.74193600000001,21.951612,509.0645
38,36,112.06451399999999,22.538710000000002,498.7742
38,37,107.67742,23.183870000000002,488.03225999999995
38,38,106.19355,23.074194,484.0
38,39,,,
39,0,211.06451,13.670967999999998,572.3871
39,1,,,
39,2,175.3871,16.23871,610.0
39,3,177.74193,16.035484,607.7742
39,4,177.48387,15.996773999999998,604.5806
39,5,179.03226,15.670967999999998,594.9032
39,6,188.12903,15.003226000000002,578.2258
39,7,201.0,14.064516000000001,557.5161
39,8,198.32259,14.219354999999998,560.3871
39,9,196.90323,14.158064999999999,551.3871
39,10,208.06451,13.148387,519.3871
39,11,256.1613,9.764516,437.12903
39,12,276.96774,8.354838,388.7742
39,13,274.7097,8.551613,401.58066
39,14,257.12903,9.32258,413.4516
39,15,252.96774,9.53871,419.03226
39,16,248.51612999999998,9.8,436.51614000000006
39,17,218.96774,11.603226,470.87097
39,18,206.67741,12.574194,494.19354000000004
39,19,230.12902999999997,10.635484,446.87097
39,20,222.19353999999998,10.870968,453.67742999999996
39,21,229.87097000000003,10.064516000000001,417.3871
39,22,223.93549,9.941936,394.5484
39,23,224.67741,10.170967999999998,399.7097
39,24,220.96774,9.638710000000001,373.7742
39,25,186.87097,11.82258,409.32257000000004
39,26,174.25807,13.012903,432.58065999999997
39,27,160.06451,14.2709675,447.9355
39,28,146.0,16.23871,472.41934000000003
39,29,135.29033,17.712904,491.41934000000003
39,30,141.67741,17.0,480.67742999999996
39,31,120.45161399999999,20.6,510.6129
39,32,115.74193600000001,21.512903,520.4194
39,33,116.3871,21.509678,519.0323
39,34,114.09676999999999,21.564516,510.0645
39,35,113.32258,21.851612,497.67742999999996
39,36,123.19355,21.603226,488.19354000000004
39,37,111.93548600000001,22.345160999999997,474.7742
39,38,108.32258,22.725807,470.51614000000006
40,0,215.7742,12.941936,523.0
40,1,195.54838999999998,14.870968,588.5161
40,2,185.0,15.774194,606.129
40,3,181.80646000000002,16.1,608.1613
40,4,180.16128999999998,16.038710000000002,604.5484
40,5,181.93549,15.951611999999999,604.9032
40,6,185.58064,15.067742,582.2258
40,7,191.70967,14.629032,574.3871
40,8,190.09677,14.767742000000002,576.3871
40,9,199.6129,13.825807000000001,553.5161
40,10,209.45161000000002,13.003226,536.9032
40,11,232.32259,11.32258,488.41934000000003
40,12,254.64516,9.67742,440.9355
40,13,252.03226,9.629032,426.87097
40,14,252.32259,9.612903999999999,430.41934000000003
40,15,242.7742,10.164516,446.3871
40,16,228.93549,10.970967,468.74194000000006
40,17,209.51613,12.335484,490.96774000000005
40,18,221.16128999999998,11.383871000000001,467.58065999999997
40,19,235.67741,10.445161,446.7742
40,20,240.03226,10.119355,436.7742
40,21,234.74192999999997,10.212903,432.25805999999994
40,22,227.87097000000003,10.367742,418.74194
40,23,223.70967000000002,10.387096000000001,403.6129
40,24,203.67741,11.319355,408.41934
40,25,204.87097,11.006452000000001,405.2903
40,26,182.80646000000002,12.561291,425.4516
40,27,162.58064,14.451611999999999,450.74194000000006
40,28,146.93549,16.064516,465.2258
40,29,158.03226,14.758064000000001,444.64517
40,30,154.7742,15.325807000000001,448.6129
40,31,127.29032,19.506453,493.8387
40,32,119.74193600000001,21.154839000000003,517.19354
40,33,117.51613,21.477419,514.9355
40,34,112.09676999999999,22.364515,496.7097
40,35,111.19355,22.780645,492.41934000000003
40,36,120.19355,20.387096,481.90323
40,37,109.83871,22.687098000000002,471.64517
41,0,209.51613,13.487097,539.0645
41,1,190.16128999999998,15.367742000000002,601.6129
41,2,186.48387,15.870968,603.6451400000001
41,3,186.45161000000002,15.861289999999999,604.5161
41,4,185.41936,15.906451,604.4839
41,5,185.58064,15.574194,597.9032
41,6,191.7742,14.612904,576.4194
41,7,194.12903,14.480645,571.0968
41,8,208.93549,13.625807,567.1613
41,9,202.96774,13.754839000000002,561.871
41,10,213.58064,12.67742,527.0323
41,11,234.09677000000002,11.270967500000001,492.7097
41,12,239.64516,10.687097,472.2258
41,13,233.29032999999998,11.074194,488.03225999999995
41,14,230.41936,11.16129,484.4516
41,15,231.64516,10.893548,472.51614000000006
41,16,222.03226,11.487097,477.19354000000004
41,17,235.29032999999998,10.5,452.0645
41,18,242.3871,10.154838999999999,448.25805999999994
41,19,240.32259,10.264516,450.03225999999995
41,20,241.7742,9.9838705,434.12903
41,21,241.51612999999998,10.003226,429.0
41,22,239.09677000000002,9.925806,408.74194
41,23,239.19353999999998,9.858065,401.19354
41,24,238.09677000000002,9.806452,393.7742
41,25,217.03226,10.629032,407.0645
41,26,177.93549,13.0161295,442.3871
41,27,184.83871000000002,12.580646,425.58065999999997
41,28,174.67741,13.287097,431.1613
41,29,152.29033,15.658064999999999,455.3871
41,30,139.32259,17.606451,487.0645
41,31,129.06451,19.170967,500.48385999999994
41,32,120.41936000000001,20.82258,511.0
41,33,115.51613,21.683870000000002,507.58065999999997
41,34,110.22581000000001,22.574194,498.67742999999996
41,35,112.25806399999999,22.254839,490.7097
41,36,110.67742,22.574194,482.51614000000006
41,37,111.77418999999999,22.538710000000002,475.90323
42,0,413.51614,6.519355,401.25806
42,1,197.19353999999998,14.758064000000001,592.70966
42,2,190.16128999999998,15.467742000000001,605.74194
42,3,190.03226,15.564516000000001,604.871
42,4,191.67741,15.387096,602.4839
42,5,195.2258,14.967742000000001,595.8387
42,6,207.0,14.058064000000002,581.6451400000001
42,7,208.90323,13.861289999999999,572.0968
42,8,210.7742,13.596774,567.5161
42,9,214.3871,12.951611999999999,545.25806
42,10,230.45161000000002,11.761291,517.25806
42,11,239.90322999999998,11.093549000000001,500.35483
42,12,224.70967000000002,11.703225999999999,515.19354
42,13,216.48387000000002,12.125807,521.1613
42,14,217.45161000000002,11.819355,495.32257000000004
42,15,233.12902999999997,10.841935000000001,476.4516
42,16,250.3871,9.970967,457.19354000000004
42,17,249.0,10.064516000000001,455.80645999999996
42,18,252.2258,9.932258000000001,454.41934000000003
42,19,247.0,10.093549000000001,455.87097
42,20,242.80646000000002,10.241936,461.3871
42,21,248.83871000000002,9.945161,449.96774000000005
42,22,254.45161000000002,9.5,417.03226
42,23,245.09677000000002,9.622581,399.90323
42,24,222.80646000000002,10.393548,410.03226
42,25,209.87097000000003,10.990322,422.48385999999994
42,26,212.58064,10.938709,431.1613
42,27,166.74193,14.074194,463.58065999999997
42,28,149.03226,16.235483,482.67742999999996
42,29,149.3871,16.187098000000002,478.03225999999995
42,30,132.03226,18.670967,500.87097
42,31,132.54838999999998,18.616129,499.41934000000003
42,32,127.77418999999999,19.17742,498.96774000000005
42,33,118.74193600000001,21.083872,504.74194000000006
42,34,112.22581000000001,22.267742000000002,497.25805999999994
42,35,112.3871,22.2,489.09677
42,36,112.3871,22.377419,485.3871
42,37,115.54838600000001,22.012903,482.0
43,0,304.4516,9.512903,474.19354000000004
43,1,198.35484,14.819354999999998,595.0968
43,2,196.54838999999998,15.129032,607.25806
43,3,194.19353999999998,15.232257999999998,610.4194
43,4,196.45161000000002,14.96129,601.4839
43,5,200.19353999999998,14.648387,600.0323
43,6,210.83871000000002,13.945160999999999,579.3548599999999
43,7,202.3871,14.4,587.3548599999999
43,8,200.03226,14.53871,588.6129
43,9,233.29032999999998,11.780645,529.3548599999999
43,10,239.2258,11.287097,513.9355
43,11,230.54838999999998,11.512903,514.3548599999999
43,12,211.87097000000003,12.703225999999999,544.70966
43,13,212.70967000000002,12.925806,550.0968
43,14,218.25807000000003,12.403226,527.7742
43,15,243.09677000000002,10.625807,483.0645
43,16,243.83871000000002,10.7,480.0
43,17,251.48387000000002,10.190323,459.90323
43,18,250.06451,10.448387,469.35483
43,19,243.0,10.596774,483.4516
43,20,247.7742,10.174192999999999,470.19354000000004
43,21,247.12902999999997,10.029033,452.09677
43,22,239.6129,10.329032000000002,439.2258
43,23,233.03226,10.396774,434.1613
43,24,215.96774,11.690323,470.74194000000006
43,25,202.09677,11.829032000000002,451.2903
43,26,177.67741,13.483870499999998,483.6129
43,27,164.25807,14.651613000000001,500.03225999999995
43,28,152.87097,16.219355,518.19354
43,29,142.32259,17.609678,520.871
43,30,138.67741,17.883871,501.8387
43,31,132.48387,18.67742,493.19354000000004
43,32,126.0,19.8,503.87097
43,33,129.74193,18.925806,478.80645999999996
43,34,128.54838999999998,19.067741,466.25805999999994
43,35,118.90323000000001,21.112904,478.32257000000004
43,36,124.12903600000001,20.680645000000002,482.19354000000004
43,37,117.09676999999999,21.754839,482.19354000000004
43,38,117.58063999999999,21.532259,484.35483
44,0,316.80646,8.977419,482.4516
44,1,294.87097,10.0161295,492.25805999999994
44,2,204.64516,14.438709,596.8387
